Standard ID,Grade,Strand,Content Cluster,Standard Text
3A-AP-15,9-10,Algorithms & Programming,Control,"Justify the selection of specific control structures when tradeoffs involve implementation, readability, and program performance, and explain the benefits and drawbacks of choices made."
3A-AP-16,9-10,Algorithms & Programming,Control,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions."
3A-AP-17,9-10,Algorithms & Programming,Modularity,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects."
3A-AP-18,9-10,Algorithms & Programming,Modularity,"Create artifacts by using procedures within a program, combinations of data and procedures, or independent but interrelated programs."
3A-AP-19,9-10,Algorithms & Programming,Modularity,Systematically design and develop programs for broad audiences by incorporating feedback from users.
3A-AP-20,9-10,Algorithms & Programming,Program Development,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.
3A-AP-21,9-10,Algorithms & Programming,Program Development,Evaluate and refine computational artifacts to make them more usable and accessible.
3A-AP-22,9-10,Algorithms & Programming,Program Development,Design and develop computational artifacts working in team roles using collaborative tools.
3A-AP-23,9-10,Algorithms & Programming,Program Development,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs."
3A-IC-24,9-10,Impacts of Computing,Culture,"Evaluate the ways computing impacts personal, ethical, social, economic, and cultural practices."
3A-IC-25,9-10,Impacts of Computing,Culture,Test and refine computational artifacts to reduce bias and equity deficits.
3A-IC-26,9-10,Impacts of Computing,Culture,Demonstrate ways a given algorithm applies to problems across disciplines.
3A-IC-27,9-10,Impacts of Computing,Social Interactions,Use tools and methods for collaboration on a project to increase connectivity of people in different cultures and career fields.
3A-IC-28,9-10,Impacts of Computing,Safety Law & Ethics,Explain the beneficial and harmful effects that intellectual property laws can have on innovation.
3A-IC-29,9-10,Impacts of Computing,Safety Law & Ethics,Explain the privacy concerns related to the collection and generation of data through automated processes that may not be evident to users.
3A-IC-30,9-10,Impacts of Computing,Safety Law & Ethics,"Evaluate the social and economic implications of privacy in the context of safety, law, or ethics."
3B-CS-01,11-12,Computing Systems,Hardware & Software,Categorize the roles of operating system software.
3B-CS-02,11-12,Computing Systems,Troubleshooting,"Illustrate ways computing systems implement logic, input, and output through hardware components."
3B-NI-03,11-12,Networks & the Internet,Network Communication & Organization,"Describe the issues that impact network functionality (e.g., bandwidth, load, delay, topology)."
3B-NI-04,11-12,Networks & the Internet,Cybersecurity,Compare ways software developers protect devices and information from unauthorized access.
3B-DA-05,11-12,Data & Analysis,Collection Visualization & Transformation,Use data analysis tools and techniques to identify patterns in data representing complex systems.
3B-DA-06,11-12,Data & Analysis,Collection Visualization & Transformation,Select data collection tools and techniques to generate data sets that support a claim or communicate information.
3B-DA-07,11-12,Data & Analysis,Inference & Models,Evaluate the ability of models and simulations to test and support the refinement of hypotheses.
3B-AP-08,11-12,Algorithms & Programming,Algorithms,Describe how artificial intelligence drives many software and physical systems.
3B-AP-09,11-12,Algorithms & Programming,Algorithms,Implement an artificial intelligence algorithm to play a game against a human opponent or solve a problem.
3B-AP-10,11-12,Algorithms & Programming,Algorithms,Use and adapt classic algorithms to solve computational problems.
3B-AP-11,11-12,Algorithms & Programming,Algorithms,"Evaluate algorithms in terms of their efficiency, correctness, and clarity."
3B-AP-12,11-12,Algorithms & Programming,Variables,Compare and contrast fundamental data structures and their uses.
3B-AP-13,11-12,Algorithms & Programming,Control,Illustrate the flow of execution of a recursive algorithm.
3B-AP-14,11-12,Algorithms & Programming,Modularity,"Construct solutions to problems using student-created components, such as procedures, modules and/or objects."
3B-AP-15,11-12,Algorithms & Programming,Modularity,Analyze a large-scale computational problem and identify generalizable patterns that can be applied to a solution.
3B-AP-16,11-12,Algorithms & Programming,Modularity,Demonstrate code reuse by creating programming solutions using libraries and APIs.
3B-AP-17,11-12,Algorithms & Programming,Program Development,Plan and develop programs for broad audiences using a software life cycle process.
3B-AP-18,11-12,Algorithms & Programming,Program Development,Explain security issues that might lead to compromised computer programs.
3B-AP-19,11-12,Algorithms & Programming,Program Development,Develop programs for multiple computing platforms.
3B-AP-20,11-12,Algorithms & Programming,Program Development,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project."
3B-AP-21,11-12,Algorithms & Programming,Program Development,Develop and use a series of test cases to verify that a program performs according to its design specifications.
3B-AP-22,11-12,Algorithms & Programming,Program Development,"Modify an existing program to add additional functionality and discuss intended and unintended implications (e.g., breaking other functionality)."
3B-AP-23,11-12,Algorithms & Programming,Program Development,Evaluate key qualities of a program through a process such as a code review.
3B-AP-24,11-12,Algorithms & Programming,Program Development,Compare multiple programming languages and discuss how their features make them suitable for solving different types of problems.
3B-IC-25,11-12,Impacts of Computing,Culture,Evaluate computational artifacts to maximize their beneficial effects and minimize harmful effects on society.
3B-IC-26,11-12,Impacts of Computing,Culture,"Evaluate the impact of equity, access, and influence on the distribution of computing resources in a global society."
3B-IC-27,11-12,Impacts of Computing,Culture,Predict how computational innovations that have revolutionized aspects of our culture might evolve.
3B-IC-28,11-12,Impacts of Computing,Safety Law & Ethics,Debate laws and regulations that impact the development and use of software.
